is_late_delivery,order_id,product_id,customer_id,customer_segment,sales,quantity,profit,shipping_mode,market,lead_time,order_processing_days,avg_order_value_30d,num_orders_30d,avg_lead_time_by_mode,late_delivery_rate_by_mode,is_high_value,is_bulk_order,is_profitable,profit_margin,day_of_week,month,quarter,year,feature_extraction_date,order_date,shipment_date,avg_shipping_cost,avg_defect_rate,max_defect_rate,department,class
0,61453,1073,3,Consumer,199.9900055,1,-140.7299957,Same Day,LATAM,10,0,194.97833888,6,10.0,0.2,0,0,0,-0.704,6,6,2,2017,2026-05-15,2017-06-16,2017-06-16,0.0,0.0,0.0,Fan Shop,Moderate Value-Moderate Number
1,9704,365,4,Consumer,59.99000168,1,-41.77000046,First Class,LATAM,10,2,59.99000168,1,10.0,0.9666666666666667,0,0,0,-0.696,6,5,2,2015,2026-05-15,2015-05-22,2015-05-24,0.0,0.0,0.0,Apparel,High Value-Small Number
1,9704,905,4,Consumer,124.9499969,5,26.98999977,First Class,LATAM,10,2,92.46999929,2,10.0,0.9666666666666667,0,0,1,0.216,6,5,2,2015,2026-05-15,2015-05-22,2015-05-24,0.0,0.0,0.0,Outdoors,Small Value-Large Number
1,49339,365,4,Consumer,119.9800034,2,11.88000011,Standard Class,Pacific Asia,10,5,101.64000066,3,10.0,0.3,0,0,1,0.099,4,12,4,2016,2026-05-15,2016-12-21,2016-12-26,0.0,0.0,0.0,Apparel,High Value-Small Number
1,49339,502,4,Consumer,100.0,2,-21.0,Standard Class,Pacific Asia,10,5,101.230000495,4,10.0,0.3,0,0,0,-0.21,4,12,4,2016,2026-05-15,2016-12-21,2016-12-26,0.0,0.0,0.0,Golf,Moderate Value-Moderate Number
0,51157,365,4,Consumer,119.9800034,2,33.25,Standard Class,Africa,10,3,104.98000107600001,5,10.0,0.43333333333333335,0,0,1,0.277,2,1,1,2017,2026-05-15,2017-01-16,2017-01-19,0.0,0.0,0.0,Apparel,High Value-Small Number
1,36472,235,5,Home Office,174.9499969,5,47.91999817,Second Class,USCA,10,3,174.9499969,1,10.0,0.5666666666666667,0,0,1,0.274,5,6,2,2016,2026-05-15,2016-06-16,2016-06-19,0.0,0.0,0.0,Footwear,Small Value-Large Number
1,36472,403,5,Home Office,129.9900055,1,51.15999985,Second Class,USCA,10,3,152.4700012,2,10.0,0.6,0,0,1,0.394,5,6,2,2016,2026-05-15,2016-06-16,2016-06-19,0.0,0.0,0.0,Apparel,Moderate Value-Moderate Number
1,36472,957,5,Home Office,299.980011,1,53.54999924,Second Class,USCA,10,3,201.64000446666668,3,10.0,0.6,0,0,1,0.179,5,6,2,2016,2026-05-15,2016-06-16,2016-06-19,0.0,0.0,0.0,Fan Shop,High Value-Small Number
1,36472,1014,5,Home Office,99.95999908,2,27.29000092,Second Class,USCA,10,3,176.22000312,4,10.0,0.6,0,0,1,0.273,5,6,2,2016,2026-05-15,2016-06-16,2016-06-19,0.0,0.0,0.0,Fan Shop,Small Value-Large Number
0,41333,403,5,Home Office,129.9900055,1,29.25,Standard Class,Africa,10,4,166.97400359600002,5,10.0,0.26666666666666666,0,0,1,0.225,6,8,3,2016,2026-05-15,2016-08-26,2016-08-30,0.0,0.0,0.0,Apparel,Moderate Value-Moderate Number
1,7485,191,6,Consumer,499.9500122,5,215.9799957,Standard Class,LATAM,10,6,499.9500122,1,10.0,0.5666666666666667,1,0,1,0.432,2,4,2,2015,2026-05-15,2015-04-20,2015-04-26,0.0,0.0,0.0,Footwear,High Value-Small Number
1,7485,502,6,Consumer,200.0,4,75.19999695,Standard Class,LATAM,10,6,349.9750061,2,10.0,0.6,0,0,1,0.376,2,4,2,2015,2026-05-15,2015-04-20,2015-04-26,0.0,0.0,0.0,Golf,Moderate Value-Moderate Number
1,7485,627,6,Consumer,199.9499969,5,56.83000183,Standard Class,LATAM,10,6,299.96666969999995,3,10.0,0.6333333333333333,0,0,1,0.284,2,4,2,2015,2026-05-15,2015-04-20,2015-04-26,0.0,0.0,0.0,Golf,Small Value-Large Number
1,7485,1014,6,Consumer,149.9400024,3,36.95999908,Standard Class,LATAM,10,6,262.460002875,4,10.0,0.6666666666666666,0,0,1,0.246,2,4,2,2015,2026-05-15,2015-04-20,2015-04-26,0.0,0.0,0.0,Fan Shop,Small Value-Large Number
1,7787,365,6,Consumer,179.9700012,3,46.97000122,Second Class,LATAM,10,3,245.96200254000001,5,10.0,0.6,0,0,1,0.261,6,4,2,2015,2026-05-15,2015-04-24,2015-04-27,0.0,0.0,0.0,Apparel,High Value-Small Number
1,7787,627,6,Consumer,199.9499969,5,45.34999847,Second Class,LATAM,10,3,238.29333493333334,6,10.0,0.6,0,0,1,0.227,6,4,2,2015,2026-05-15,2015-04-24,2015-04-27,0.0,0.0,0.0,Golf,Small Value-Large Number
1,7787,1014,6,Consumer,249.8999939,5,50.38000107,Second Class,LATAM,10,3,239.95142907142858,7,10.0,0.6,0,0,1,0.202,6,4,2,2015,2026-05-15,2015-04-24,2015-04-27,0.0,0.0,0.0,Fan Shop,Small Value-Large Number
0,22457,403,6,Consumer,129.9900055,1,19.0699997,Standard Class,Pacific Asia,10,3,226.20625112500002,8,10.0,0.26666666666666666,0,0,1,0.147,3,11,4,2015,2026-05-15,2015-11-24,2015-11-27,0.0,0.0,0.0,Apparel,Moderate Value-Moderate Number
0,22457,1004,6,Consumer,399.980011,1,91.51999664,Standard Class,Pacific Asia,10,3,245.5144466666667,9,10.0,0.23333333333333334,1,0,1,0.229,3,11,4,2015,2026-05-15,2015-11-24,2015-11-27,0.0,0.0,0.0,Fan Shop,High Value-Small Number
0,22457,1014,6,Consumer,99.95999908,2,-63.63999939,Standard Class,Pacific Asia,10,3,230.95900190800003,10,10.0,0.2,0,0,0,-0.637,3,11,4,2015,2026-05-15,2015-11-24,2015-11-27,0.0,0.0,0.0,Fan Shop,Small Value-Large Number
0,22457,1073,6,Consumer,199.9900055,1,0.0,Standard Class,Pacific Asia,10,3,228.14363859818184,11,10.0,0.16666666666666666,0,0,0,0.0,3,11,4,2015,2026-05-15,2015-11-24,2015-11-27,0.0,0.0,0.0,Fan Shop,Moderate Value-Moderate Number
0,9977,502,7,Corporate,150.0,3,72.02999878,Standard Class,LATAM,10,3,150.0,1,10.0,0.3,0,0,1,0.48,3,5,2,2015,2026-05-15,2015-05-26,2015-05-29,0.0,0.0,0.0,Golf,Moderate Value-Moderate Number
0,26052,403,7,Corporate,129.9900055,1,54.27999878,Standard Class,Pacific Asia,10,3,139.99500275,2,10.0,0.6,0,0,1,0.418,7,1,1,2016,2026-05-15,2016-01-16,2016-01-19,0.0,0.0,0.0,Apparel,Moderate Value-Moderate Number
0,26052,1004,7,Corporate,399.980011,1,0.0,Standard Class,Pacific Asia,10,3,226.65667216666665,3,10.0,0.5666666666666667,1,0,0,0.0,7,1,1,2016,2026-05-15,2016-01-16,2016-01-19,0.0,0.0,0.0,Fan Shop,High Value-Small Number
0,26052,1014,7,Corporate,199.9199982,4,41.97999954,Standard Class,Pacific Asia,10,3,219.97250367499998,4,10.0,0.5333333333333333,0,0,1,0.21,7,1,1,2016,2026-05-15,2016-01-16,2016-01-19,0.0,0.0,0.0,Fan Shop,Small Value-Large Number
1,28539,403,7,Corporate,129.9900055,1,49.72000122,Standard Class,Pacific Asia,10,5,201.97600404,5,10.0,0.43333333333333335,0,0,1,0.382,1,2,1,2016,2026-05-15,2016-02-21,2016-02-26,0.0,0.0,0.0,Apparel,Moderate Value-Moderate Number
1,28539,1004,7,Corporate,399.980011,1,125.7300034,Standard Class,Pacific Asia,10,5,234.97667186666663,6,10.0,0.4666666666666667,1,0,1,0.314,1,2,1,2016,2026-05-15,2016-02-21,2016-02-26,0.0,0.0,0.0,Fan Shop,High Value-Small Number
0,61683,191,7,Corporate,499.9500122,5,-250.1000061,Standard Class,Europe,10,4,272.83000619999996,7,10.0,0.4666666666666667,1,0,0,-0.5,2,6,2,2017,2026-05-15,2017-06-19,2017-06-23,0.0,0.0,0.0,Footwear,High Value-Small Number
0,61683,403,7,Corporate,129.9900055,1,45.8199997,Standard Class,Europe,10,4,254.97500611249998,8,10.0,0.4666666666666667,0,0,1,0.352,2,6,2,2017,2026-05-15,2017-06-19,2017-06-23,0.0,0.0,0.0,Apparel,Moderate Value-Moderate Number
0,62132,403,7,Corporate,129.9900055,1,42.25,Standard Class,Europe,10,3,241.0877838222222,9,10.0,0.2,0,0,1,0.325,1,6,2,2017,2026-05-15,2017-06-25,2017-06-28,0.0,0.0,0.0,Apparel,Moderate Value-Moderate Number
0,62132,502,7,Corporate,100.0,2,7.429999828,Standard Class,Europe,10,3,226.97900543999998,10,10.0,0.16666666666666666,0,0,1,0.074,1,6,2,2017,2026-05-15,2017-06-25,2017-06-28,0.0,0.0,0.0,Golf,Moderate Value-Moderate Number
0,62132,957,7,Corporate,299.980011,1,97.48999786,Standard Class,Europe,10,3,233.6154604909091,11,10.0,0.13333333333333333,0,0,1,0.325,1,6,2,2017,2026-05-15,2017-06-25,2017-06-28,0.0,0.0,0.0,Fan Shop,High Value-Small Number
0,62132,1004,7,Corporate,399.980011,1,132.2899933,Standard Class,Europe,10,3,247.47917303333335,12,10.0,0.1,1,0,1,0.331,1,6,2,2017,2026-05-15,2017-06-25,2017-06-28,0.0,0.0,0.0,Fan Shop,High Value-Small Number
0,7688,365,8,Corporate,59.99000168,1,25.04999924,Standard Class,LATAM,10,4,59.99000168,1,10.0,0.3333333333333333,0,0,1,0.418,5,4,2,2015,2026-05-15,2015-04-23,2015-04-27,0.0,0.0,0.0,Apparel,High Value-Small Number
0,7688,502,8,Corporate,200.0,4,89.30000305,Standard Class,LATAM,10,4,129.99500084,2,10.0,0.3333333333333333,0,0,1,0.447,5,4,2,2015,2026-05-15,2015-04-23,2015-04-27,0.0,0.0,0.0,Golf,Moderate Value-Moderate Number
0,19801,191,8,Corporate,499.9500122,5,180.5800018,Standard Class,Europe,10,2,253.31333795999998,3,10.0,0.36666666666666664,1,0,1,0.361,7,10,4,2015,2026-05-15,2015-10-17,2015-10-19,0.0,0.0,0.0,Footwear,High Value-Small Number
0,22297,191,8,Corporate,199.9799957,2,11.88000011,Standard Class,Pacific Asia,10,3,239.98000239499999,4,10.0,0.36666666666666664,0,0,1,0.059,1,11,4,2015,2026-05-15,2015-11-22,2015-11-25,0.0,0.0,0.0,Footwear,High Value-Small Number
0,22297,365,8,Corporate,59.99000168,1,24.53000069,Standard Class,Pacific Asia,10,3,203.98200225199997,5,10.0,0.36666666666666664,0,0,1,0.409,1,11,4,2015,2026-05-15,2015-11-22,2015-11-25,0.0,0.0,0.0,Apparel,High Value-Small Number
0,22297,502,8,Corporate,150.0,3,20.15999985,Standard Class,Pacific Asia,10,3,194.98500187666664,6,10.0,0.36666666666666664,0,0,1,0.134,1,11,4,2015,2026-05-15,2015-11-22,2015-11-25,0.0,0.0,0.0,Golf,Moderate Value-Moderate Number
0,22297,957,8,Corporate,299.980011,1,109.4300003,Standard Class,Pacific Asia,10,3,209.98428889428573,7,10.0,0.36666666666666664,0,0,1,0.365,1,11,4,2015,2026-05-15,2015-11-22,2015-11-25,0.0,0.0,0.0,Fan Shop,High Value-Small Number
0,22297,1073,8,Corporate,199.9900055,1,45.0,Standard Class,Pacific Asia,10,3,208.73500347,8,10.0,0.36666666666666664,0,0,1,0.225,1,11,4,2015,2026-05-15,2015-11-22,2015-11-25,0.0,0.0,0.0,Fan Shop,Moderate Value-Moderate Number
1,62064,502,8,Corporate,150.0,3,63.45000076,Second Class,Europe,10,5,202.20889197333335,9,10.0,0.6,0,0,1,0.423,7,6,2,2017,2026-05-15,2017-06-24,2017-06-29,0.0,0.0,0.0,Golf,Moderate Value-Moderate Number
1,68507,365,8,Corporate,239.9600067,4,-43.75999832,Second Class,Europe,10,3,205.984003446,10,10.0,0.7333333333333333,0,0,0,-0.182,4,9,3,2017,2026-05-15,2017-09-27,2017-09-30,0.0,0.0,0.0,Apparel,High Value-Small Number
1,68507,1073,8,Corporate,199.9900055,1,44.79999924,Second Class,Europe,10,3,205.43909454181815,11,10.0,0.7666666666666667,0,0,1,0.224,4,9,3,2017,2026-05-15,2017-09-27,2017-09-30,0.0,0.0,0.0,Fan Shop,Moderate Value-Moderate Number
1,67610,364,9,Consumer,299.9899902,1,-441.7399902,Same Day,Europe,10,1,299.9899902,1,10.0,0.6,0,0,0,-1.473,4,9,3,2017,2026-05-15,2017-09-13,2017-09-14,0.0,0.0,0.0,Apparel,Small Value-Large Number
1,67610,1004,9,Consumer,399.980011,1,184.3099976,Same Day,Europe,10,1,349.98500060000003,2,10.0,0.6333333333333333,1,0,1,0.461,4,9,3,2017,2026-05-15,2017-09-13,2017-09-14,0.0,0.0,0.0,Fan Shop,High Value-Small Number
1,67610,1073,9,Consumer,199.9900055,1,54.0,Same Day,Europe,10,1,299.98666890000004,3,10.0,0.6666666666666666,0,0,1,0.27,4,9,3,2017,2026-05-15,2017-09-13,2017-09-14,0.0,0.0,0.0,Fan Shop,Moderate Value-Moderate Number
1,45239,365,10,Corporate,299.9500122,5,81.11000061,Standard Class,Africa,10,5,299.9500122,1,10.0,0.43333333333333335,0,0,1,0.27,7,10,4,2016,2026-05-15,2016-10-22,2016-10-27,0.0,0.0,0.0,Apparel,High Value-Small Number
1,45239,502,10,Corporate,150.0,3,49.18000031,Standard Class,Africa,10,5,224.9750061,2,10.0,0.43333333333333335,0,0,1,0.328,7,10,4,2016,2026-05-15,2016-10-22,2016-10-27,0.0,0.0,0.0,Golf,Moderate Value-Moderate Number
0,11811,365,11,Consumer,119.9800034,2,-19.11000061,Standard Class,Europe,10,2,119.9800034,1,10.0,0.5666666666666667,0,0,0,-0.159,2,6,2,2015,2026-05-15,2015-06-22,2015-06-24,0.0,0.0,0.0,Apparel,High Value-Small Number
0,11811,771,11,Consumer,199.9499969,5,51.02000046,Standard Class,Europe,10,2,159.96500015,2,10.0,0.5666666666666667,0,0,1,0.255,2,6,2,2015,2026-05-15,2015-06-22,2015-06-24,0.0,0.0,0.0,Outdoors,Small Value-Large Number
0,11811,1014,11,Consumer,249.8999939,5,-45.09999847,Standard Class,Europe,10,2,189.9433314,3,10.0,0.5666666666666667,0,0,0,-0.18,2,6,2,2015,2026-05-15,2015-06-22,2015-06-24,0.0,0.0,0.0,Fan Shop,Small Value-Large Number
1,17625,365,11,Consumer,119.9800034,2,5.579999924,Standard Class,Europe,10,6,172.4524994,4,10.0,0.36666666666666664,0,0,1,0.047,3,9,3,2015,2026-05-15,2015-09-15,2015-09-21,0.0,0.0,0.0,Apparel,High Value-Small Number
1,17625,1004,11,Consumer,399.980011,1,40.68000031,Standard Class,Europe,10,6,217.95800172,5,10.0,0.4,1,0,1,0.102,3,9,3,2015,2026-05-15,2015-09-15,2015-09-21,0.0,0.0,0.0,Fan Shop,High Value-Small Number
1,42837,365,11,Consumer,119.9800034,2,30.79000092,Second Class,Europe,10,3,201.62833533333333,6,10.0,0.7333333333333333,0,0,1,0.257,7,9,3,2016,2026-05-15,2016-09-17,2016-09-20,0.0,0.0,0.0,Apparel,High Value-Small Number
1,42837,1073,11,Consumer,199.9900055,1,41.3199997,Second Class,Europe,10,3,201.39428821428572,7,10.0,0.7666666666666667,0,0,1,0.207,7,9,3,2016,2026-05-15,2016-09-17,2016-09-20,0.0,0.0,0.0,Fan Shop,Moderate Value-Moderate Number
0,51781,191,11,Consumer,99.98999786,1,45.36000061,Standard Class,LATAM,10,2,188.71875192,8,10.0,0.3,0,0,1,0.454,4,1,1,2017,2026-05-15,2017-01-25,2017-01-27,0.0,0.0,0.0,Footwear,High Value-Small Number
0,51781,403,11,Consumer,129.9900055,1,-3.950000048,Standard Class,LATAM,10,2,182.1933356511111,9,10.0,0.3,0,0,0,-0.03,4,1,1,2017,2026-05-15,2017-01-25,2017-01-27,0.0,0.0,0.0,Apparel,Moderate Value-Moderate Number
0,51781,502,11,Consumer,250.0,5,113.9800034,Standard Class,LATAM,10,2,188.97400208599998,10,10.0,0.3,0,0,1,0.456,4,1,1,2017,2026-05-15,2017-01-25,2017-01-27,0.0,0.0,0.0,Golf,Moderate Value-Moderate Number
0,921,502,12,Corporate,50.0,1,-130.0,Second Class,LATAM,10,2,50.0,1,10.0,0.7,0,0,0,-2.6,4,1,1,2015,2026-05-15,2015-01-14,2015-01-16,0.0,0.0,0.0,Golf,Moderate Value-Moderate Number
0,921,1014,12,Corporate,199.9199982,4,27.98999977,Second Class,LATAM,10,2,124.9599991,2,10.0,0.7,0,0,1,0.14,4,1,1,2015,2026-05-15,2015-01-14,2015-01-16,0.0,0.0,0.0,Fan Shop,Small Value-Large Number
0,20537,957,12,Corporate,299.980011,1,-196.0099945,Standard Class,Pacific Asia,10,3,183.30000306666668,3,10.0,0.0,0,0,0,-0.653,3,10,4,2015,2026-05-15,2015-10-27,2015-10-30,0.0,0.0,0.0,Fan Shop,High Value-Small Number
1,24642,365,12,Corporate,299.9500122,5,121.4199982,First Class,Pacific Asia,10,2,212.46250535000001,4,10.0,0.9,0,0,1,0.405,7,12,4,2015,2026-05-15,2015-12-26,2015-12-28,0.0,0.0,0.0,Apparel,High Value-Small Number
1,24642,627,12,Corporate,199.9499969,5,61.68999863,First Class,Pacific Asia,10,2,209.96000366000004,5,10.0,0.9,0,0,1,0.309,7,12,4,2015,2026-05-15,2015-12-26,2015-12-28,0.0,0.0,0.0,Golf,Small Value-Large Number
1,24642,957,12,Corporate,299.980011,1,88.72000122,First Class,Pacific Asia,10,2,224.96333821666667,6,10.0,0.9,0,0,1,0.296,7,12,4,2015,2026-05-15,2015-12-26,2015-12-28,0.0,0.0,0.0,Fan Shop,High Value-Small Number
1,24642,1004,12,Corporate,399.980011,1,129.9900055,First Class,Pacific Asia,10,2,249.96572004285716,7,10.0,0.9,1,0,1,0.325,7,12,4,2015,2026-05-15,2015-12-26,2015-12-28,0.0,0.0,0.0,Fan Shop,High Value-Small Number
1,24642,1073,12,Corporate,199.9900055,1,-37.34999847,First Class,Pacific Asia,10,2,243.71875572500002,8,10.0,0.9,0,0,0,-0.187,7,12,4,2015,2026-05-15,2015-12-26,2015-12-28,0.0,0.0,0.0,Fan Shop,Moderate Value-Moderate Number
0,36246,365,12,Corporate,239.9600067,4,111.6500015,Second Class,USCA,10,2,243.30111694444446,9,10.0,0.5333333333333333,0,0,1,0.465,2,6,2,2016,2026-05-15,2016-06-13,2016-06-15,0.0,0.0,0.0,Apparel,High Value-Small Number
0,36246,403,12,Corporate,129.9900055,1,6.5,Second Class,USCA,10,2,231.9700058,10,10.0,0.5,0,0,1,0.05,2,6,2,2016,2026-05-15,2016-06-13,2016-06-15,0.0,0.0,0.0,Apparel,Moderate Value-Moderate Number
0,36246,502,12,Corporate,150.0,3,49.68999863,Second Class,USCA,10,2,224.5181870909091,11,10.0,0.4666666666666667,0,0,1,0.331,2,6,2,2016,2026-05-15,2016-06-13,2016-06-15,0.0,0.0,0.0,Golf,Moderate Value-Moderate Number
0,36246,1073,12,Corporate,199.9900055,1,27.89999962,Second Class,USCA,10,2,222.4741719583333,12,10.0,0.43333333333333335,0,0,1,0.14,2,6,2,2016,2026-05-15,2016-06-13,2016-06-15,0.0,0.0,0.0,Fan Shop,Moderate Value-Moderate Number
1,59731,365,12,Corporate,179.9700012,3,78.66000366,First Class,LATAM,10,2,219.20462036153842,13,10.0,0.8333333333333334,0,0,1,0.437,1,5,2,2017,2026-05-15,2017-05-21,2017-05-23,0.0,0.0,0.0,Apparel,High Value-Small Number
1,59731,1004,12,Corporate,399.980011,1,94.63999939,First Class,LATAM,10,2,232.1171482642857,14,10.0,0.8333333333333334,1,0,1,0.237,1,5,2,2017,2026-05-15,2017-05-21,2017-05-23,0.0,0.0,0.0,Fan Shop,High Value-Small Number
1,59731,1014,12,Corporate,49.97999954,1,5.420000076,First Class,LATAM,10,2,219.97467168266664,15,10.0,0.8333333333333334,0,0,1,0.108,1,5,2,2017,2026-05-15,2017-05-21,2017-05-23,0.0,0.0,0.0,Fan Shop,Small Value-Large Number
1,59731,1073,12,Corporate,199.9900055,1,-4.75,First Class,LATAM,10,2,218.72563004624996,16,10.0,0.8333333333333334,0,0,0,-0.024,1,5,2,2017,2026-05-15,2017-05-21,2017-05-23,0.0,0.0,0.0,Fan Shop,Moderate Value-Moderate Number
0,63963,365,13,Home Office,59.99000168,1,2.160000086,Standard Class,Europe,10,4,59.99000168,1,10.0,0.36666666666666664,0,0,1,0.036,7,7,3,2017,2026-05-15,2017-07-22,2017-07-26,0.0,0.0,0.0,Apparel,High Value-Small Number
0,63963,502,13,Home Office,50.0,1,15.38000011,Standard Class,Europe,10,4,54.99500084,2,10.0,0.3333333333333333,0,0,1,0.308,7,7,3,2017,2026-05-15,2017-07-22,2017-07-26,0.0,0.0,0.0,Golf,Moderate Value-Moderate Number
0,63963,652,13,Home Office,129.9900055,1,40.13000107,Standard Class,Europe,10,4,79.99333572666667,3,10.0,0.3333333333333333,0,0,1,0.309,7,7,3,2017,2026-05-15,2017-07-22,2017-07-26,0.0,0.0,0.0,Outdoors,Small Value-Large Number
0,63963,1014,13,Home Office,149.9400024,3,32.61000061,Standard Class,Europe,10,4,97.480002395,4,10.0,0.3333333333333333,0,0,1,0.217,7,7,3,2017,2026-05-15,2017-07-22,2017-07-26,0.0,0.0,0.0,Fan Shop,Small Value-Large Number
1,9453,957,14,Corporate,299.980011,1,22.68000031,Second Class,LATAM,10,4,249.9900055,2,10.0,0.7666666666666667,0,0,1,0.076,2,5,2,2015,2026-05-15,2015-05-18,2015-05-22,0.0,0.0,0.0,Fan Shop,High Value-Small Number
0,26976,365,14,Corporate,59.99000168,1,6.300000191,Standard Class,Pacific Asia,10,2,186.6566708933333,3,10.0,0.0,0,0,1,0.105,6,1,1,2016,2026-05-15,2016-01-29,2016-01-31,0.0,0.0,0.0,Apparel,High Value-Small Number
0,26976,793,14,Corporate,44.97000122,3,-34.49000168,Standard Class,Pacific Asia,10,2,151.23500347499998,4,10.0,0.0,0,0,0,-0.767,6,1,1,2016,2026-05-15,2016-01-29,2016-01-31,0.0,0.0,0.0,Outdoors,Small Value-Large Number
0,26976,1004,14,Corporate,399.980011,1,142.2899933,Standard Class,Pacific Asia,10,2,200.98400497999998,5,10.0,0.0,1,0,1,0.356,6,1,1,2016,2026-05-15,2016-01-29,2016-01-31,0.0,0.0,0.0,Fan Shop,High Value-Small Number
0,26976,1073,14,Corporate,199.9900055,1,10.57999992,Standard Class,Pacific Asia,10,2,200.8183384,6,10.0,0.0,0,0,1,0.053,6,1,1,2016,2026-05-15,2016-01-29,2016-01-31,0.0,0.0,0.0,Fan Shop,Moderate Value-Moderate Number
0,39208,191,14,Corporate,399.9599915,4,24.0,Standard Class,USCA,10,4,229.26714598571425,7,10.0,0.23333333333333334,1,0,1,0.06,3,7,3,2016,2026-05-15,2016-07-26,2016-07-30,0.0,0.0,0.0,Footwear,High Value-Small Number
0,63552,1014,14,Corporate,49.97999954,1,-24.54999924,Standard Class,Europe,10,3,206.85625267999998,8,10.0,0.2,0,0,0,-0.491,1,7,3,2017,2026-05-15,2017-07-16,2017-07-19,0.0,0.0,0.0,Fan Shop,Small Value-Large Number
0,66343,502,14,Corporate,50.0,1,-14.14999962,Same Day,Europe,10,0,189.42778016,9,10.0,0.3333333333333333,0,0,0,-0.283,7,8,3,2017,2026-05-15,2017-08-26,2017-08-26,0.0,0.0,0.0,Golf,Moderate Value-Moderate Number
0,34997,1014,16,Corporate,49.97999954,1,11.60000038,Standard Class,USCA,10,3,49.97999954,1,10.0,0.4,0,0,1,0.232,4,5,2,2016,2026-05-15,2016-05-25,2016-05-28,0.0,0.0,0.0,Fan Shop,Small Value-Large Number
1,43399,403,16,Corporate,129.9900055,1,6.440000057,Standard Class,Europe,10,5,89.98500252,2,10.0,0.16666666666666666,0,0,1,0.05,1,9,3,2016,2026-05-15,2016-09-25,2016-09-30,0.0,0.0,0.0,Apparel,Moderate Value-Moderate Number
1,43399,502,16,Corporate,100.0,2,49.0,Standard Class,Europe,10,5,93.32333501333333,3,10.0,0.16666666666666666,0,0,1,0.49,1,9,3,2016,2026-05-15,2016-09-25,2016-09-30,0.0,0.0,0.0,Golf,Moderate Value-Moderate Number
1,43399,1014,16,Corporate,49.97999954,1,5.690000057,Standard Class,Europe,10,5,82.487501145,4,10.0,0.2,0,0,1,0.114,1,9,3,2016,2026-05-15,2016-09-25,2016-09-30,0.0,0.0,0.0,Fan Shop,Small Value-Large Number
0,30338,502,17,Consumer,150.0,3,33.0,Standard Class,Pacific Asia,10,4,150.0,1,10.0,0.23333333333333334,0,0,1,0.22,6,3,1,2016,2026-05-15,2016-03-18,2016-03-22,0.0,0.0,0.0,Golf,Moderate Value-Moderate Number
